OrderID,OrderDate,CustomerName,Segment,Region,Product,Category,Quantity,UnitPrice,UnitCost,Revenue,Cost,Profit,Status
ORD0208,2024-05-10,Bob Jones,Consumer,West,USB Hub,Accessories,3,39.99,18.0,119.97,54.0,65.97,Pending
ORD0209,2024-01-12,Charlie Brown,Consumer,West,Tablet Plus,Electronics,2,449.99,280.0,899.98,560.0,339.98,Completed
ORD0210,2024-01-17,Jack Ryan,Consumer,East,Laptop Pro,Electronics,5,999.99,600.0,4999.95,3000.0,1999.95,Completed
ORD0211,2024-09-20,Olivia Brown,Consumer,North,Webcam HD,Accessories,3,79.99,40.0,239.97,120.0,119.97,Cancelled
ORD0212,2024-03-29,Leo Garcia,Small Business,East,Mouse Pro,Accessories,1,29.99,12.0,29.99,12.0,17.99,Completed
ORD0213,2024-01-26,Olivia Brown,Corporate,West,USB Hub,Accessories,5,39.99,18.0,199.95,90.0,109.95,Completed
ORD0214,2024-03-26,Jack Ryan,Small Business,South,Headphones Max,Electronics,2,149.99,80.0,299.98,160.0,139.98,Cancelled
ORD0215,2024-06-24,Henry Ford,Corporate,East,Headphones Max,Electronics,1,149.99,80.0,149.99,80.0,69.99,Cancelled
ORD0216,2024-04-12,Alice Smith,Corporate,East,Smartphone X,Electronics,4,599.99,350.0,2399.96,1400.0,999.96,Completed
ORD0217,2024-10-19,Karen Page,Corporate,East,Smartphone X,Electronics,3,599.99,350.0,1799.97,1050.0,749.97,Pending
ORD0218,2024-01-04,Maria Davis,Corporate,North,Headphones Max,Electronics,1,149.99,80.0,149.99,80.0,69.99,Cancelled
ORD0219,2024-01-16,Maria Davis,Corporate,West,Smartphone X,Electronics,1,599.99,350.0,599.99,350.0,249.99,Completed
ORD0220,2024-06-18,Bob Jones,Corporate,East,Headphones Max,Electronics,3,149.99,80.0,449.97,240.0,209.97,Cancelled
ORD0221,2024-02-08,Noah Wilson,Consumer,South,Smartphone X,Electronics,3,599.99,350.0,1799.97,1050.0,749.97,Completed
ORD0222,2024-07-03,Henry Ford,Small Business,North,Wireless Keyboard,Accessories,4,49.99,25.0,199.96,100.0,99.96,Completed
ORD0223,2024-03-05,Noah Wilson,Consumer,East,USB Hub,Accessories,4,39.99,18.0,159.96,72.0,87.96,Cancelled
ORD0224,2024-11-19,Bob Jones,Corporate,North,Webcam HD,Accessories,2,79.99,40.0,159.98,80.0,79.98,Completed
ORD0225,2024-03-13,Olivia Brown,Consumer,North,Laptop Pro,Electronics,5,999.99,600.0,4999.95,3000.0,1999.95,Pending
ORD0226,2024-03-01,Eve Wilson,Small Business,West,Desk Lamp,Office,5,59.99,28.0,299.95,140.0,159.95,Completed
ORD0227,2024-07-17,Diana Prince,Small Business,West,Smartphone X,Electronics,1,599.99,350.0,599.99,350.0,249.99,Pending
ORD0228,2024-08-30,Maria Davis,Corporate,South,Mouse Pro,Accessories,5,29.99,12.0,149.95,60.0,89.95,Completed
ORD0229,2024-08-05,Isla Fisher,Consumer,South,Smartphone X,Electronics,1,599.99,350.0,599.99,350.0,249.99,Completed
ORD0230,2024-09-17,Frank Castle,Small Business,East,Webcam HD,Accessories,5,79.99,40.0,399.95,200.0,199.95,Completed
ORD0231,2024-01-20,Jack Ryan,Consumer,North,USB Hub,Accessories,3,39.99,18.0,119.97,54.0,65.97,Completed
ORD0232,2024-06-26,Bob Jones,Corporate,North,Desk Lamp,Office,3,59.99,28.0,179.97,84.0,95.97,Completed
ORD0233,2024-04-29,Maria Davis,Small Business,North,Tablet Plus,Electronics,5,449.99,280.0,2249.95,1400.0,849.95,Completed
ORD0234,2024-04-07,Karen Page,Consumer,West,Monitor HD,Electronics,5,299.99,180.0,1499.95,900.0,599.95,Completed
ORD0235,2024-08-13,Leo Garcia,Corporate,North,USB Hub,Accessories,3,39.99,18.0,119.97,54.0,65.97,Completed
ORD0236,2024-08-13,Henry Ford,Small Business,South,Wireless Keyboard,Accessories,3,49.99,25.0,149.97,75.0,74.97,Completed
ORD0237,2024-02-06,Leo Garcia,Consumer,West,Wireless Keyboard,Accessories,2,49.99,25.0,99.98,50.0,49.98,Cancelled
ORD0238,2024-02-09,Maria Davis,Corporate,North,Laptop Pro,Electronics,2,999.99,600.0,1999.98,1200.0,799.98,Completed
ORD0239,2024-02-25,Henry Ford,Corporate,West,Desk Lamp,Office,3,59.99,28.0,179.97,84.0,95.97,Completed
ORD0240,2024-12-01,Henry Ford,Consumer,East,Laptop Pro,Electronics,3,999.99,600.0,2999.97,1800.0,1199.97,Completed
ORD0241,2024-12-28,Maria Davis,Consumer,North,USB Hub,Accessories,5,39.99,18.0,199.95,90.0,109.95,Completed
ORD0242,2024-07-06,Grace Hopper,Consumer,East,Monitor HD,Electronics,3,299.99,180.0,899.97,540.0,359.97,Cancelled
ORD0243,2024-01-31,Grace Hopper,Corporate,South,Desk Lamp,Office,1,59.99,28.0,59.99,28.0,31.99,Completed
ORD0244,2024-12-21,Bob Jones,Corporate,North,Wireless Keyboard,Accessories,2,49.99,25.0,99.98,50.0,49.98,Cancelled
ORD0245,2024-08-11,Maria Davis,Corporate,East,Headphones Max,Electronics,2,149.99,80.0,299.98,160.0,139.98,Completed
ORD0246,2024-12-25,Olivia Brown,Corporate,West,USB Hub,Accessories,1,39.99,18.0,39.99,18.0,21.99,Cancelled
ORD0247,2024-03-14,Isla Fisher,Corporate,East,Tablet Plus,Electronics,3,449.99,280.0,1349.97,840.0,509.97,Pending
ORD0248,2024-10-04,Diana Prince,Corporate,West,Wireless Keyboard,Accessories,5,49.99,25.0,249.95,125.0,124.95,Completed
ORD0249,2024-07-11,Frank Castle,Corporate,West,Laptop Pro,Electronics,4,999.99,600.0,3999.96,2400.0,1599.96,Completed
ORD0250,2024-09-26,Olivia Brown,Consumer,West,Smartphone X,Electronics,2,599.99,350.0,1199.98,700.0,499.98,Pending
ORD0251,2024-01-07,Maria Davis,Small Business,North,Tablet Plus,Electronics,4,449.99,280.0,1799.96,1120.0,679.96,Completed
ORD0252,2024-08-13,Maria Davis,Consumer,East,Desk Lamp,Office,2,59.99,28.0,119.98,56.0,63.98,Cancelled
ORD0253,2024-06-05,Karen Page,Corporate,East,USB Hub,Accessories,5,39.99,18.0,199.95,90.0,109.95,Pending
ORD0254,2024-01-27,Charlie Brown,Consumer,South,Mouse Pro,Accessories,3,29.99,12.0,89.97,36.0,53.97,Pending
ORD0255,2024-01-21,Olivia Brown,Consumer,East,Webcam HD,Accessories,4,79.99,40.0,319.96,160.0,159.96,Pending
ORD0256,2024-09-13,Jack Ryan,Corporate,East,Mouse Pro,Accessories,3,29.99,12.0,89.97,36.0,53.97,Completed
ORD0257,2024-10-07,Henry Ford,Corporate,East,Tablet Plus,Electronics,1,449.99,280.0,449.99,280.0,169.99,Pending
ORD0258,2024-05-24,Maria Davis,Consumer,West,Webcam HD,Accessories,4,79.99,40.0,319.96,160.0,159.96,Completed
ORD0259,2024-07-17,Charlie Brown,Consumer,West,Smartphone X,Electronics,4,599.99,350.0,2399.96,1400.0,999.96,Pending
ORD0260,2024-02-15,Olivia Brown,Consumer,South,Wireless Keyboard,Accessories,4,49.99,25.0,199.96,100.0,99.96,Completed
ORD0261,2024-01-09,Frank Castle,Consumer,West,Monitor HD,Electronics,4,299.99,180.0,1199.96,720.0,479.96,Cancelled
ORD0262,2024-12-09,Henry Ford,Small Business,West,Wireless Keyboard,Accessories,2,49.99,25.0,99.98,50.0,49.98,Cancelled
ORD0263,2024-09-30,Noah Wilson,Corporate,South,Laptop Pro,Electronics,5,999.99,600.0,4999.95,3000.0,1999.95,Completed
ORD0264,2024-04-11,Isla Fisher,Small Business,South,USB Hub,Accessories,1,39.99,18.0,39.99,18.0,21.99,Completed
ORD0265,2024-03-16,Isla Fisher,Corporate,West,Webcam HD,Accessories,1,79.99,40.0,79.99,40.0,39.99,Pending
ORD0266,2024-07-20,Henry Ford,Corporate,West,Monitor HD,Electronics,1,299.99,180.0,299.99,180.0,119.99,Completed
ORD0267,2024-10-15,Isla Fisher,Consumer,South,Smartphone X,Electronics,1,599.99,350.0,599.99,350.0,249.99,Completed
ORD0268,2024-04-12,Bob Jones,Corporate,East,Monitor HD,Electronics,2,299.99,180.0,599.98,360.0,239.98,Completed
ORD0269,2024-05-22,Bob Jones,Corporate,East,Desk Lamp,Office,2,59.99,28.0,119.98,56.0,63.98,Pending
ORD0270,2024-11-12,Charlie Brown,Small Business,South,Laptop Pro,Electronics,3,999.99,600.0,2999.97,1800.0,1199.97,Completed
ORD0271,2024-12-24,Olivia Brown,Consumer,South,Mouse Pro,Accessories,1,29.99,12.0,29.99,12.0,17.99,Pending
ORD0272,2024-12-13,Noah Wilson,Corporate,East,Webcam HD,Accessories,2,79.99,40.0,159.98,80.0,79.98,Completed
ORD0273,2024-03-24,Diana Prince,Corporate,South,Headphones Max,Electronics,3,149.99,80.0,449.97,240.0,209.97,Completed
ORD0274,2024-07-06,Jack Ryan,Corporate,East,Tablet Plus,Electronics,1,449.99,280.0,449.99,280.0,169.99,Completed
ORD0275,2024-03-27,Leo Garcia,Consumer,North,Mouse Pro,Accessories,4,29.99,12.0,119.96,48.0,71.96,Cancelled
ORD0276,2024-05-26,Grace Hopper,Corporate,West,Tablet Plus,Electronics,2,449.99,280.0,899.98,560.0,339.98,Cancelled
ORD0277,2024-04-28,Eve Wilson,Small Business,West,Webcam HD,Accessories,5,79.99,40.0,399.95,200.0,199.95,Completed
ORD0278,2024-07-29,Frank Castle,Consumer,West,Smartphone X,Electronics,2,599.99,350.0,1199.98,700.0,499.98,Completed
ORD0279,2024-07-20,Charlie Brown,Small Business,North,Tablet Plus,Electronics,4,449.99,280.0,1799.96,1120.0,679.96,Cancelled
ORD0280,2024-11-27,Alice Smith,Corporate,North,Mouse Pro,Accessories,1,29.99,12.0,29.99,12.0,17.99,Completed
ORD0281,2024-10-19,Diana Prince,Corporate,West,Webcam HD,Accessories,4,79.99,40.0,319.96,160.0,159.96,Pending
ORD0282,2024-06-25,Charlie Brown,Consumer,West,Webcam HD,Accessories,2,79.99,40.0,159.98,80.0,79.98,Completed
ORD0283,2024-08-15,Bob Jones,Small Business,South,Wireless Keyboard,Accessories,2,49.99,25.0,99.98,50.0,49.98,Pending
ORD0284,2024-08-30,Charlie Brown,Corporate,South,Mouse Pro,Accessories,2,29.99,12.0,59.98,24.0,35.98,Cancelled
ORD0285,2024-01-18,Henry Ford,Consumer,East,Tablet Plus,Electronics,5,449.99,280.0,2249.95,1400.0,849.95,Completed
ORD0286,2024-01-08,Diana Prince,Corporate,East,Tablet Plus,Electronics,2,449.99,280.0,899.98,560.0,339.98,Completed
ORD0287,2024-11-20,Frank Castle,Consumer,North,Smartphone X,Electronics,5,599.99,350.0,2999.95,1750.0,1249.95,Pending
ORD0288,2024-03-24,Bob Jones,Small Business,South,Webcam HD,Accessories,1,79.99,40.0,79.99,40.0,39.99,Completed
ORD0289,2024-01-28,Bob Jones,Small Business,North,USB Hub,Accessories,1,39.99,18.0,39.99,18.0,21.99,Cancelled
ORD0290,2024-06-12,Maria Davis,Small Business,East,Laptop Pro,Electronics,4,999.99,600.0,3999.96,2400.0,1599.96,Completed
ORD0291,2024-04-27,Noah Wilson,Corporate,North,Desk Lamp,Office,3,59.99,28.0,179.97,84.0,95.97,Completed
ORD0292,2024-05-12,Diana Prince,Small Business,West,USB Hub,Accessories,1,39.99,18.0,39.99,18.0,21.99,Completed
ORD0293,2024-10-10,Isla Fisher,Small Business,North,USB Hub,Accessories,4,39.99,18.0,159.96,72.0,87.96,Cancelled
ORD0294,2024-04-29,Leo Garcia,Small Business,East,Wireless Keyboard,Accessories,1,49.99,25.0,49.99,25.0,24.99,Pending
ORD0295,2024-11-29,Bob Jones,Consumer,East,Monitor HD,Electronics,2,299.99,180.0,599.98,360.0,239.98,Cancelled
ORD0296,2024-10-11,Alice Smith,Small Business,East,Monitor HD,Electronics,2,299.99,180.0,599.98,360.0,239.98,Cancelled
ORD0297,2024-11-20,Alice Smith,Consumer,East,Wireless Keyboard,Accessories,3,49.99,25.0,149.97,75.0,74.97,Pending
ORD0298,2024-06-29,Bob Jones,Small Business,East,Desk Lamp,Office,4,59.99,28.0,239.96,112.0,127.96,Completed
ORD0299,2024-10-11,Isla Fisher,Small Business,East,USB Hub,Accessories,2,39.99,18.0,79.98,36.0,43.98,Completed
ORD0300,2024-10-20,Diana Prince,Small Business,West,Smartphone X,Electronics,4,599.99,350.0,2399.96,1400.0,999.96,Cancelled
ORD0301,2024-08-21,Leo Garcia,Small Business,West,Monitor HD,Electronics,2,299.99,180.0,599.98,360.0,239.98,Completed
ORD0302,2024-09-20,Maria Davis,Corporate,North,Wireless Keyboard,Accessories,1,49.99,25.0,49.99,25.0,24.99,Completed
ORD0303,2024-04-23,Bob Jones,Consumer,South,Laptop Pro,Electronics,2,999.99,600.0,1999.98,1200.0,799.98,Completed
ORD0304,2024-10-28,Diana Prince,Consumer,North,Webcam HD,Accessories,1,79.99,40.0,79.99,40.0,39.99,Completed
ORD0305,2024-12-26,Jack Ryan,Corporate,West,Wireless Keyboard,Accessories,5,49.99,25.0,249.95,125.0,124.95,Completed
ORD0306,2024-06-09,Isla Fisher,Consumer,West,Smartphone X,Electronics,1,599.99,350.0,599.99,350.0,249.99,Cancelled
ORD0307,2024-03-17,Olivia Brown,Consumer,East,USB Hub,Accessories,5,39.99,18.0,199.95,90.0,109.95,Pending
ORD0308,2024-04-11,Noah Wilson,Corporate,East,Smartphone X,Electronics,5,599.99,350.0,2999.95,1750.0,1249.95,Completed
ORD0309,2024-10-05,Charlie Brown,Consumer,East,Smartphone X,Electronics,5,599.99,350.0,2999.95,1750.0,1249.95,Completed
ORD0310,2024-07-31,Olivia Brown,Consumer,West,Webcam HD,Accessories,1,79.99,40.0,79.99,40.0,39.99,Completed
ORD0311,2024-11-11,Maria Davis,Consumer,North,Headphones Max,Electronics,5,149.99,80.0,749.95,400.0,349.95,Completed
ORD0312,2024-04-11,Jack Ryan,Small Business,East,Laptop Pro,Electronics,3,999.99,600.0,2999.97,1800.0,1199.97,Completed
ORD0313,2024-01-03,Eve Wilson,Corporate,West,Smartphone X,Electronics,1,599.99,350.0,599.99,350.0,249.99,Completed
ORD0314,2024-04-26,Maria Davis,Corporate,North,Mouse Pro,Accessories,4,29.99,12.0,119.96,48.0,71.96,Pending
ORD0315,2024-10-30,Eve Wilson,Small Business,West,Wireless Keyboard,Accessories,2,49.99,25.0,99.98,50.0,49.98,Pending
ORD0316,2024-12-29,Karen Page,Small Business,North,Headphones Max,Electronics,2,149.99,80.0,299.98,160.0,139.98,Cancelled
ORD0317,2024-12-01,Olivia Brown,Consumer,West,Headphones Max,Electronics,3,149.99,80.0,449.97,240.0,209.97,Completed
ORD0318,2024-02-20,Olivia Brown,Consumer,North,Monitor HD,Electronics,3,299.99,180.0,899.97,540.0,359.97,Completed
ORD0319,2024-02-21,Noah Wilson,Small Business,North,Smartphone X,Electronics,5,599.99,350.0,2999.95,1750.0,1249.95,Pending
ORD0320,2024-06-06,Bob Jones,Corporate,North,Tablet Plus,Electronics,2,449.99,280.0,899.98,560.0,339.98,Cancelled
ORD0321,2024-12-10,Noah Wilson,Small Business,East,Monitor HD,Electronics,2,299.99,180.0,599.98,360.0,239.98,Pending
ORD0322,2024-06-07,Grace Hopper,Small Business,West,Desk Lamp,Office,5,59.99,28.0,299.95,140.0,159.95,Completed
ORD0323,2024-10-24,Henry Ford,Corporate,East,Desk Lamp,Office,5,59.99,28.0,299.95,140.0,159.95,Completed
ORD0324,2024-12-27,Olivia Brown,Small Business,North,Webcam HD,Accessories,5,79.99,40.0,399.95,200.0,199.95,Cancelled
ORD0325,2024-01-26,Isla Fisher,Small Business,South,Mouse Pro,Accessories,4,29.99,12.0,119.96,48.0,71.96,Completed
ORD0326,2024-06-18,Henry Ford,Consumer,South,USB Hub,Accessories,5,39.99,18.0,199.95,90.0,109.95,Completed
ORD0327,2024-02-19,Henry Ford,Small Business,West,Wireless Keyboard,Accessories,4,49.99,25.0,199.96,100.0,99.96,Pending
ORD0328,2024-12-10,Bob Jones,Small Business,West,Headphones Max,Electronics,2,149.99,80.0,299.98,160.0,139.98,Completed
ORD0329,2024-03-09,Olivia Brown,Consumer,East,Laptop Pro,Electronics,2,999.99,600.0,1999.98,1200.0,799.98,Pending
ORD0330,2024-04-28,Eve Wilson,Consumer,South,Smartphone X,Electronics,1,599.99,350.0,599.99,350.0,249.99,Cancelled
ORD0331,2024-06-08,Karen Page,Corporate,North,Tablet Plus,Electronics,4,449.99,280.0,1799.96,1120.0,679.96,Cancelled
ORD0332,2024-09-14,Charlie Brown,Small Business,North,USB Hub,Accessories,1,39.99,18.0,39.99,18.0,21.99,Completed
ORD0333,2024-05-04,Grace Hopper,Consumer,North,Tablet Plus,Electronics,2,449.99,280.0,899.98,560.0,339.98,Completed
ORD0334,2024-10-28,Charlie Brown,Corporate,South,Headphones Max,Electronics,4,149.99,80.0,599.96,320.0,279.96,Completed
ORD0335,2024-02-05,Henry Ford,Consumer,North,Headphones Max,Electronics,5,149.99,80.0,749.95,400.0,349.95,Pending
ORD0336,2024-05-15,Alice Smith,Small Business,South,Tablet Plus,Electronics,1,449.99,280.0,449.99,280.0,169.99,Completed
ORD0337,2024-09-25,Alice Smith,Corporate,West,Headphones Max,Electronics,4,149.99,80.0,599.96,320.0,279.96,Cancelled
ORD0338,2024-03-07,Frank Castle,Consumer,South,Wireless Keyboard,Accessories,2,49.99,25.0,99.98,50.0,49.98,Completed
ORD0339,2024-08-02,Leo Garcia,Corporate,South,Mouse Pro,Accessories,2,29.99,12.0,59.98,24.0,35.98,Completed
ORD0340,2024-10-12,Diana Prince,Corporate,West,Tablet Plus,Electronics,2,449.99,280.0,899.98,560.0,339.98,Completed
ORD0341,2024-11-28,Maria Davis,Small Business,East,Monitor HD,Electronics,5,299.99,180.0,1499.95,900.0,599.95,Completed
ORD0342,2024-06-06,Isla Fisher,Small Business,West,Headphones Max,Electronics,2,149.99,80.0,299.98,160.0,139.98,Pending
ORD0343,2024-05-15,Diana Prince,Small Business,West,Laptop Pro,Electronics,4,999.99,600.0,3999.96,2400.0,1599.96,Cancelled
ORD0344,2024-04-24,Henry Ford,Corporate,North,Headphones Max,Electronics,4,149.99,80.0,599.96,320.0,279.96,Pending
ORD0345,2024-11-16,Isla Fisher,Corporate,North,Webcam HD,Accessories,4,79.99,40.0,319.96,160.0,159.96,Pending
ORD0346,2024-08-18,Alice Smith,Consumer,West,Mouse Pro,Accessories,2,29.99,12.0,59.98,24.0,35.98,Pending
ORD0347,2024-08-13,Maria Davis,Corporate,West,Mouse Pro,Accessories,4,29.99,12.0,119.96,48.0,71.96,Completed
ORD0348,2024-08-24,Bob Jones,Consumer,North,Headphones Max,Electronics,2,149.99,80.0,299.98,160.0,139.98,Completed
ORD0349,2024-11-26,Charlie Brown,Corporate,East,USB Hub,Accessories,1,39.99,18.0,39.99,18.0,21.99,Completed
ORD0350,2024-11-06,Frank Castle,Small Business,South,Monitor HD,Electronics,2,299.99,180.0,599.98,360.0,239.98,Completed
ORD0351,2024-04-10,Diana Prince,Corporate,West,Mouse Pro,Accessories,4,29.99,12.0,119.96,48.0,71.96,Completed
ORD0352,2024-10-17,Noah Wilson,Corporate,South,Desk Lamp,Office,2,59.99,28.0,119.98,56.0,63.98,Completed
ORD0353,2024-01-14,Isla Fisher,Small Business,North,Headphones Max,Electronics,4,149.99,80.0,599.96,320.0,279.96,Completed
ORD0354,2024-05-09,Charlie Brown,Corporate,South,Smartphone X,Electronics,3,599.99,350.0,1799.97,1050.0,749.97,Pending
ORD0355,2024-01-25,Bob Jones,Consumer,North,Smartphone X,Electronics,2,599.99,350.0,1199.98,700.0,499.98,Completed
ORD0356,2024-04-19,Frank Castle,Corporate,North,Monitor HD,Electronics,1,299.99,180.0,299.99,180.0,119.99,Pending
ORD0357,2024-01-25,Maria Davis,Consumer,South,Tablet Plus,Electronics,3,449.99,280.0,1349.97,840.0,509.97,Cancelled
ORD0358,2024-01-25,Olivia Brown,Consumer,West,Smartphone X,Electronics,4,599.99,350.0,2399.96,1400.0,999.96,Pending
ORD0359,2024-11-11,Olivia Brown,Corporate,West,Monitor HD,Electronics,2,299.99,180.0,599.98,360.0,239.98,Cancelled
ORD0360,2024-05-30,Charlie Brown,Small Business,East,Smartphone X,Electronics,4,599.99,350.0,2399.96,1400.0,999.96,Cancelled
ORD0361,2024-09-22,Isla Fisher,Corporate,South,Tablet Plus,Electronics,2,449.99,280.0,899.98,560.0,339.98,Completed
ORD0362,2024-02-25,Olivia Brown,Consumer,East,Smartphone X,Electronics,5,599.99,350.0,2999.95,1750.0,1249.95,Completed
ORD0363,2024-05-28,Isla Fisher,Corporate,South,USB Hub,Accessories,3,39.99,18.0,119.97,54.0,65.97,Completed
ORD0364,2024-04-06,Diana Prince,Small Business,West,Headphones Max,Electronics,4,149.99,80.0,599.96,320.0,279.96,Completed
ORD0365,2024-11-03,Maria Davis,Corporate,East,Wireless Keyboard,Accessories,4,49.99,25.0,199.96,100.0,99.96,Completed
ORD0366,2024-07-09,Noah Wilson,Consumer,East,Wireless Keyboard,Accessories,4,49.99,25.0,199.96,100.0,99.96,Completed
ORD0367,2024-03-26,Eve Wilson,Corporate,East,Mouse Pro,Accessories,5,29.99,12.0,149.95,60.0,89.95,Completed
ORD0368,2024-05-17,Grace Hopper,Corporate,West,Wireless Keyboard,Accessories,5,49.99,25.0,249.95,125.0,124.95,Cancelled
ORD0369,2024-07-31,Jack Ryan,Corporate,North,Laptop Pro,Electronics,5,999.99,600.0,4999.95,3000.0,1999.95,Cancelled
ORD0370,2024-06-21,Diana Prince,Consumer,East,Wireless Keyboard,Accessories,2,49.99,25.0,99.98,50.0,49.98,Completed
ORD0371,2024-09-12,Grace Hopper,Consumer,South,Wireless Keyboard,Accessories,4,49.99,25.0,199.96,100.0,99.96,Pending
ORD0372,2024-04-21,Leo Garcia,Corporate,West,Smartphone X,Electronics,4,599.99,350.0,2399.96,1400.0,999.96,Completed
ORD0373,2024-02-11,Eve Wilson,Corporate,North,USB Hub,Accessories,5,39.99,18.0,199.95,90.0,109.95,Completed
ORD0374,2024-04-29,Isla Fisher,Consumer,North,USB Hub,Accessories,1,39.99,18.0,39.99,18.0,21.99,Completed
ORD0375,2024-08-29,Jack Ryan,Consumer,West,Laptop Pro,Electronics,2,999.99,600.0,1999.98,1200.0,799.98,Completed
ORD0376,2024-09-20,Karen Page,Corporate,West,Headphones Max,Electronics,2,149.99,80.0,299.98,160.0,139.98,Completed
ORD0377,2024-12-08,Henry Ford,Consumer,East,Laptop Pro,Electronics,4,999.99,600.0,3999.96,2400.0,1599.96,Cancelled
ORD0378,2024-01-08,Maria Davis,Consumer,East,Laptop Pro,Electronics,5,999.99,600.0,4999.95,3000.0,1999.95,Completed
ORD0379,2024-05-31,Alice Smith,Consumer,West,Laptop Pro,Electronics,5,999.99,600.0,4999.95,3000.0,1999.95,Cancelled
ORD0380,2024-08-15,Karen Page,Small Business,East,Webcam HD,Accessories,2,79.99,40.0,159.98,80.0,79.98,Completed
ORD0381,2024-09-17,Eve Wilson,Corporate,South,Tablet Plus,Electronics,3,449.99,280.0,1349.97,840.0,509.97,Completed
ORD0382,2024-12-02,Olivia Brown,Consumer,North,Mouse Pro,Accessories,4,29.99,12.0,119.96,48.0,71.96,Completed
ORD0383,2024-02-18,Diana Prince,Corporate,West,Smartphone X,Electronics,3,599.99,350.0,1799.97,1050.0,749.97,Completed
ORD0384,2024-04-28,Noah Wilson,Small Business,South,USB Hub,Accessories,1,39.99,18.0,39.99,18.0,21.99,Completed
ORD0385,2024-05-19,Karen Page,Corporate,South,Wireless Keyboard,Accessories,4,49.99,25.0,199.96,100.0,99.96,Cancelled
ORD0386,2024-08-13,Karen Page,Corporate,East,Wireless Keyboard,Accessories,4,49.99,25.0,199.96,100.0,99.96,Completed
ORD0387,2024-07-01,Isla Fisher,Consumer,West,Webcam HD,Accessories,2,79.99,40.0,159.98,80.0,79.98,Completed
ORD0388,2024-04-23,Frank Castle,Corporate,West,Desk Lamp,Office,1,59.99,28.0,59.99,28.0,31.99,Cancelled
ORD0389,2024-05-01,Noah Wilson,Small Business,East,Tablet Plus,Electronics,1,449.99,280.0,449.99,280.0,169.99,Completed
ORD0390,2024-05-28,Maria Davis,Corporate,North,USB Hub,Accessories,2,39.99,18.0,79.98,36.0,43.98,Pending
ORD0391,2024-12-10,Frank Castle,Consumer,North,Mouse Pro,Accessories,3,29.99,12.0,89.97,36.0,53.97,Completed
ORD0392,2024-07-31,Olivia Brown,Small Business,South,Smartphone X,Electronics,5,599.99,350.0,2999.95,1750.0,1249.95,Completed
ORD0393,2024-10-04,Karen Page,Consumer,North,Headphones Max,Electronics,4,149.99,80.0,599.96,320.0,279.96,Completed
ORD0394,2024-07-09,Frank Castle,Small Business,East,Webcam HD,Accessories,3,79.99,40.0,239.97,120.0,119.97,Cancelled
ORD0395,2024-10-07,Eve Wilson,Small Business,West,Headphones Max,Electronics,4,149.99,80.0,599.96,320.0,279.96,Completed
ORD0396,2024-12-29,Eve Wilson,Small Business,North,Desk Lamp,Office,1,59.99,28.0,59.99,28.0,31.99,Pending
ORD0397,2024-08-11,Jack Ryan,Corporate,East,Webcam HD,Accessories,3,79.99,40.0,239.97,120.0,119.97,Completed
ORD0398,2024-10-28,Grace Hopper,Small Business,East,Desk Lamp,Office,5,59.99,28.0,299.95,140.0,159.95,Completed
ORD0399,2024-03-26,Jack Ryan,Corporate,South,USB Hub,Accessories,5,39.99,18.0,199.95,90.0,109.95,Pending
ORD0400,2024-01-20,Karen Page,Small Business,East,Laptop Pro,Electronics,1,999.99,600.0,999.99,600.0,399.99,Completed
ORD0401,2024-05-11,Olivia Brown,Consumer,West,Wireless Keyboard,Accessories,2,49.99,25.0,99.98,50.0,49.98,Pending
ORD0402,2024-06-02,Eve Wilson,Corporate,North,Desk Lamp,Office,3,59.99,28.0,179.97,84.0,95.97,Cancelled
ORD0403,2024-07-06,Isla Fisher,Consumer,West,Desk Lamp,Office,4,59.99,28.0,239.96,112.0,127.96,Completed
ORD0404,2024-08-08,Noah Wilson,Small Business,West,Headphones Max,Electronics,4,149.99,80.0,599.96,320.0,279.96,Cancelled
ORD0405,2024-09-10,Henry Ford,Corporate,South,Desk Lamp,Office,4,59.99,28.0,239.96,112.0,127.96,Completed
ORD0406,2024-02-29,Charlie Brown,Consumer,East,Tablet Plus,Electronics,4,449.99,280.0,1799.96,1120.0,679.96,Completed
ORD0407,2024-03-16,Noah Wilson,Corporate,South,Mouse Pro,Accessories,5,29.99,12.0,149.95,60.0,89.95,Cancelled
ORD0408,2024-06-21,Diana Prince,Corporate,East,Monitor HD,Electronics,3,299.99,180.0,899.97,540.0,359.97,Completed
ORD0409,2024-05-25,Olivia Brown,Consumer,East,Headphones Max,Electronics,1,149.99,80.0,149.99,80.0,69.99,Pending
ORD0410,2024-04-27,Maria Davis,Consumer,North,USB Hub,Accessories,4,39.99,18.0,159.96,72.0,87.96,Pending
ORD0411,2024-07-16,Olivia Brown,Corporate,West,Monitor HD,Electronics,3,299.99,180.0,899.97,540.0,359.97,Completed
ORD0412,2024-03-30,Eve Wilson,Consumer,West,Headphones Max,Electronics,1,149.99,80.0,149.99,80.0,69.99,Cancelled
ORD0413,2024-09-15,Maria Davis,Small Business,North,Desk Lamp,Office,2,59.99,28.0,119.98,56.0,63.98,Cancelled
ORD0414,2024-12-30,Charlie Brown,Consumer,East,Mouse Pro,Accessories,1,29.99,12.0,29.99,12.0,17.99,Completed
ORD0415,2024-03-09,Maria Davis,Consumer,West,Tablet Plus,Electronics,2,449.99,280.0,899.98,560.0,339.98,Completed
